date,power_price,volume_mwh,gas_price
2025-09-26,83.3,16000.0,2.9
2025-09-29,68.05,27200.0,2.93
2025-09-30,48.84,65600.0,3.12
2025-10-02,55.05,26400.0,3.32
2025-10-03,96.88,12800.0,3.19
2025-10-06,78.79,32800.0,3.32
2025-10-07,54.57,23200.0,3.32
2025-10-08,51.9,46400.0,3.35
2025-10-09,45.48,18400.0,3.25
2025-10-10,57.65,18400.0,2.9
2025-10-13,61.28,16000.0,2.9
2025-10-14,52.56,19200.0,2.83
2025-10-16,43.56,8800.0,2.82
2025-10-17,49.63,4800.0,2.65
2025-10-20,51.58,22400.0,2.99
2025-10-21,52.83,12800.0,3.28
2025-10-22,58.78,16000.0,3.45
2025-10-23,66.0,28000.0,3.34
2025-10-24,62.43,8800.0,3.21
2025-10-27,64.83,27200.0,3.3
2025-10-28,60.75,19200.0,3.44
2025-10-30,56.07,38400.0,3.46
2025-10-31,59.86,25600.0,3.57
2025-11-03,54.53,15200.0,3.37
2025-11-04,46.37,25600.0,3.35
2025-11-05,52.88,12000.0,3.51
2025-11-06,50.77,18400.0,3.71
2025-11-07,78.18,27200.0,3.76
2025-11-10,91.08,32000.0,3.8
2025-11-14,59.17,17600.0,3.49
2025-11-17,68.92,19200.0,3.71
2025-11-18,72.08,56000.0,3.7
2025-11-19,71.44,35200.0,3.94
2025-11-20,63.71,40800.0,3.97
2025-11-21,51.54,26400.0,4.13
2025-11-24,46.83,31200.0,4.15
2025-11-25,38.71,23200.0,4.12
2025-12-01,80.39,41600.0,5.08
2025-12-02,74.76,68000.0,4.83
2025-12-03,75.32,31200.0,4.86
2025-12-04,92.31,49600.0,4.89
2025-12-05,104.95,28000.0,5.19
2025-12-08,125.49,37600.0,5.19
2025-12-09,80.99,38400.0,4.76
2025-12-11,88.32,23200.0,4.35
2025-12-12,170.08,16000.0,4.07
2025-12-15,99.81,62400.0,3.9
2025-12-16,62.47,24800.0,3.58
2025-12-17,54.97,12000.0,3.66
2025-12-18,51.82,35200.0,3.87
2025-12-19,63.52,34400.0,3.58
2025-12-22,46.98,28000.0,3.67
2025-12-23,34.42,8000.0,3.38
